No.,Title,Members,Status,Scope,Type,Upgraded,Upgraded Status,Year of Signature (Upgraded),Year of Enforcement/Termination (Upgraded),Trade in Goods,Year of Signature (Goods),Year of Enforcement/ Termination (Goods),WTO Notification  (Goods),WTO Notification Link,WTO Notification Year (Goods),WTO Consideration Process (Goods),SPS/TBT ,Anti-Dumping Duty, Safeguard,Trade in Services,Year of Signature (Services),Year of Enforcement/ Termination (Services),WTO Notification (Services),WTO Notification Year (Services),WTO Consideration Process (Services),Liberalization Approach (Services),Investment,Year of Signature (Investment),Year of Enforcement/ Termination  (Investment),Liberatlization approach (Investment),BIT (Source UNCTAD),Trade Facilitation & Customs Cooperation,Government Procurement,Competition Policy,Intellectual Property,Dispute Settlement,Temporary Movement of Natural Persons ,Sustainable Development Related Provisions,Sustainable Development by Concept,Labour protection,Human Rights,Gender,Health,Environment,SMEs,Technical Cooperation,Transparency,Financial Services,Telecommunications,E-commerce,"Online Consumer Protection 
(in E-commerce Chapter)","Personal Data Protection 
(in E-commerce Chapter)","Data flows 
(in E-commerce Chapter)",Link to website
328,Türkiye-Qatar,Türkiye; Qatar,Signed & Pending ratification,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2018,N/A,N/A,N/A,N/A,No report ,N/A,N/A,N/A,No,N/A,N/A,No notification,N/A,N/A,N/A,Yes,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
329,Türkiye-Republic of Moldova,Türkiye; Republic of Moldova,Entry into Force,BIlateral,Free Trade Agreement,No,No,No,No,Yes,2014,2016,2016,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=931,2016,Factual Presentation not distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/moldova
330,Türkiye-Serbia,Türkiye; Serbia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2009,2010,2010,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=627,2010,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/serbia 
331,Türkiye-Seychelles,Türkiye; Seychelles,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
332,Türkiye-Somalia,Türkiye; Somalia,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
333,Türkiye-Southern Common Market (MERCOSUR),Türkiye; Argentina; Brazil; Paraguay; Uruguay,Under Negotiation,Country - Bloc,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sice.oas.org/TPD/MER_TUR/MER_TUR_e.asp
334,Türkiye-Sudan,Türkiye; Sudan,Signed & Pending ratification,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2018,N/A,N/A,N/A,N/A,No report ,N/A,N/A,N/A,No,N/A,N/A,No notification,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
335,Türkiye-Syria,Türkiye; Syria,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2004,2007,2007,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=13,2007,Awaiting data from the parties,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/13/TOA/English/Turkey%20-%20Syrian%20Arab%20Republic%20Agreement.zip
336,Türkiye-Tunisia,Türkiye; Tunisia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2004,2005,2005,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=35,2005,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol%22WT/REG203/1%22&language=1&ct=DDFEnglish
337,Türkiye-Ukraine,Türkiye; Ukraine,Signed & Pending ratification,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2022,N/A,N/A,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=886,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.kmu.gov.ua/en/news/ukrayina-j-turechchina-uklali-ugodu-pro-vilnu-torgivlyu
338,Türkiye-United Arab Emirates,Türkiye; United Arab Emirates,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2022,2023,2023,No,No,No report ,Yes,Yes,Yes,Yes,2022,2023,No notification,N/A,N/A,N/A,Yes,2022,2023,N/A,In force,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.moec.gov.ae/en/cepa_turkey
339,Türkiye-United Kingdom,Türkiye; United Kingdom,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2020,2021,2021,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=1129,2020,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,https://www.gov.uk/guidance/summary-of-the-uk-turkey-trade-agreement
340,Türkiye-Uzbekistan,Türkiye-Uzbekistan,Signed & Pending ratification,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2022,2023,2023,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
341,Türkiye-Venezuela,Türkiye; Venezuela,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2018,2020,2020,No,No,No report ,N/A,N/A,N/A,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements/venezuela
342,Turkmenistan-Belarus,Turkmenistan; Belarus,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,No,No,No,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,https://www.mfa.gov.tm/en/news/232
343,Turkmenistan-Republic of Moldova,Turkmenistan; Republic of Moldova,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1993,1996,1996,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,http://www.presedinte.md/eng/comunicate-de-presa/presedintele-nicolae-timofti-a-purtat-convorbiri-oficiale-cu-omologul-sau-turkmen-gurbanguli-berdimuhamedov
344,Turkmenistan-Ukraine,Turkmenistan; Ukraine,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1994,1995,1995,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=577,2008,Factual Presentation not distributed  ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/577/TOA/English/FTA Ukraine - Turkmenistan_ToA.doc
345,Ukraine-Uzbekistan,Ukraine; Uzbekistan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1994,1996,1996,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=578,2008,Factual Presentation not distributed  ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/578/TOA/English/FTA Ukraine - Uzbekistan_ToA.doc
346,Uzbekistan-Belarus,Uzbekistan; Belarus,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2018,N/A,N/A,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://mfa.gov.by/en/bilateral/cis/uzbekistan/
347,Uzbekistan-European Union (EU),Uzbekistan; European Union (EU),Under Negotiation,Country - Bloc,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,Yes,Yes,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.europarl.europa.eu/delegations/en/trade-relations-with-uzbekistan/product-details/20200406DPU25165
348,Uzbekistan-Republic of Moldova,Uzbekistan; Republic of Moldova,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1995,1995,1995,No,No,No report ,N/A,N/A,N/A,No,No,No,No notification,No,No report,No,No,No,No,No,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://aric.adb.org/fta/uzbekistan-moldova-free-trade-agreement
349,Vanuatu-New Caledonia,Vanuatu; New Caledonia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2019,2023,2023,No,No,No report ,N/A,N/A,N/A,N/A,N/A,N/A,No notification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.rnz.co.nz/international/pacific-news/407033/new-caledonia-and-vanuatu-meet-to-finalise-free-trade-agreement
350,Viet Nam-Chile,Viet Nam; Chile,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2011,2014,2014,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=685,2015,Factual Presentation distributed  ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,http://www.sice.oas.org/Trade/CHL_VNM/CHL_VNM_e/CHL_VNM_text_e.asp
351,Viet Nam-Eurasian Economic Union (EAEU),Viet Nam; Armenia; Belarus; Kyrgyzstan; Kazakhstan; Russian Federation,Entry into Force,Country - Bloc,FTA & EIA,No,No,No,No,Yes ,2015,2016,2016,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=973,2017,Factual Presentation distributed  ,Yes,Yes,Yes,Yes,2015,2016,GATS Art. V,2017,Factual Presentation distributed,Positive,Yes,2015,2016,Positive,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,"https://vntr.moit.gov.vn/fta/23/2#:~:text=Free%20Trade%20Agreement%20between%20Vietnam,%2C%202015%20in%20Burabay%2C%20Kazakhstan."
352,Viet Nam-European Free Trade Association (EFTA),Viet Nam; Iceland; Liechtenstein; Norway; Switzerland,Under Negotiation,Country - Bloc,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=840,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,No,Yes,Yes,Yes,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,No,No,No,http://www.efta.int/free-trade/ongoing-negotiations-talks/vietnam
353,Viet Nam-European Union (EU),Viet Nam; European Union (EU),Entry into Force,Country - Bloc,FTA & EIA,No,No,No,No,Yes,2019,2020,2020,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=872,2020,Factual Presentation distributed  ,Yes,Yes,Yes,Yes,2019,2020,GATS Art. V,2020,Factual Presentation distributed,Positive ,Yes,2019,2020,Positive ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://ec.europa.eu/trade/policy/countries-and-regions/countries/vietnam/
354,Viet Nam-Israel ,Viet Nam; Israel,Signed & Pending ratification,Bilateral,FTA & EIA,No,No,No,No,Yes,2023,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Yes,2023,N/A,N/A,N/A,N/A,N/A,Yes,2023,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://wtocenter.vn/fta/200-vietnam---israel/1
355,Viet Nam-United Kingdom,Viet Nam; United Kingdom,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2020,2021,2021,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=1130,2020,Factual Presentation currently being drafted,Yes,No,No,Yes,2020,2021,GATS Art. V,2021,Factual Presentation currently being drafted,Positive ,Yes,2020,2021,Positive ,In force,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/949053/ccs1220795270-uk-vietnam-free-trade-agreement-text.pdf
